student_id,name,background,skills,interests
322,Charlie322,Electronics,"CSS, ML","Automation, Cloud Computing"
323,Henry323,Electronics,"Cybersecurity, DL",Machine Learning
324,Charlie324,Physics,"Verilog, Power BI, Java, IoT, ML","IoT, Machine Learning, Analytics"
325,Diana325,Mechanical Eng.,"Java, Excel","Embedded Systems, VLSI"
326,Bob326,Business Analytics,"DL, CSS, MATLAB, Statistics","Software Development, Data Science"
327,Oscar327,Mathematics,"HTML, MATLAB, SQL",Data Science
328,Mona328,Business Analytics,"MATLAB, Cloud",Software Development
329,Nina329,Physics,"Cybersecurity, Excel, Verilog","Robotics, Data Science"
330,Mona330,IT,"NLP, Cloud","Software Development, VLSI"
331,Bob331,Computer Applications,"JavaScript, CSS, ML, VHDL, HTML","VLSI, Cloud Computing, Robotics"
332,Nina332,Electronics,"TensorFlow, HTML, JavaScript, Excel","Software Development, Cybersecurity, Analytics"
333,Eva333,Computer Science,"R, HTML","Analytics, Robotics, Deep Learning"
334,Diana334,IT,"Arduino, C++, IoT","Cybersecurity, Analytics, Cloud Computing"
335,Karen335,Mechanical Eng.,"CSS, Power BI","Analytics, Automation, Cybersecurity"
336,Ivy336,Digital Electronics,"NLP, VHDL, R, SQL","Machine Learning, Data Science"
337,Sam337,IT,"CSS, C++, Power BI, ML","Deep Learning, Machine Learning, Cloud Computing"
338,Rita338,Mechanical Eng.,"Java, Statistics, NLP","AI, Analytics"
339,Oscar339,Electronics,"Verilog, DL",Deep Learning
340,Frank340,Computer Science,"Excel, SQL, Cloud, JavaScript, ML","Embedded Systems, Machine Learning, Cloud Computing"
341,Ivy341,Mathematics,"C++, CSS","Analytics, Machine Learning"
342,Bob342,Computer Science,"Verilog, R, IoT, NLP","Cybersecurity, Embedded Systems"
343,Sam343,Electronics,"Java, CSS","Cloud Computing, Automation, Machine Learning"
344,Mona344,Mathematics,"Arduino, JavaScript, Java, Excel","IoT, Machine Learning"
345,Bob345,Mechanical Eng.,"Power BI, TensorFlow",Automation
346,Rita346,IT,"CSS, IoT, JavaScript, Python, Arduino","VLSI, Machine Learning, Embedded Systems"
347,Tina347,Electronics,"Verilog, MATLAB, HTML, DL, Excel","Software Development, Deep Learning, IoT"
348,Nina348,Computer Applications,"MATLAB, NLP",VLSI
349,Frank349,Mathematics,"Verilog, DL","Embedded Systems, Analytics"
350,Mona350,Mechanical Eng.,"TensorFlow, Arduino, HTML, ML, Cybersecurity",Data Science
351,Leo351,Business Analytics,"Cloud, Java, IoT, Python, ML",Cybersecurity
352,Frank352,Electronics,"ML, Power BI","Cloud Computing, Cybersecurity"
353,Eva353,Digital Electronics,"MATLAB, Arduino","Automation, Machine Learning"
354,Mona354,IT,"CSS, Statistics, ML, Arduino","IoT, Deep Learning, Machine Learning"
355,Sam355,Electronics,"MATLAB, HTML, TensorFlow, Excel","Embedded Systems, Deep Learning"
356,Jack356,Mathematics,"JavaScript, DL, Power BI, MATLAB, Verilog","Cloud Computing, Deep Learning"
357,Karen357,IT,"IoT, Verilog",Cloud Computing
358,Frank358,Computer Science,"Python, TensorFlow, JavaScript, Excel, Power BI","Embedded Systems, Analytics"
359,Charlie359,Electronics,"MATLAB, Cybersecurity, IoT, CSS, JavaScript","Software Development, Deep Learning"
360,Karen360,Electrical Eng.,"SQL, R, Statistics, Excel","Robotics, Machine Learning"
361,Rita361,Business Analytics,"Java, Statistics, IoT, CSS, HTML","Software Development, AI, Cloud Computing"
362,Diana362,Physics,"Verilog, HTML, Cloud, C++, Excel","Data Science, Cybersecurity"
363,Oscar363,Mathematics,"TensorFlow, NLP","Embedded Systems, Software Development"
364,Bob364,Electronics,"Cloud, IoT, SQL, JavaScript",Robotics
365,Sam365,Computer Science,"TensorFlow, Python, SQL","Data Science, Embedded Systems"
366,Ivy366,Physics,"Excel, IoT, R",AI
367,Paul367,IT,"CSS, HTML","AI, Data Science, Software Development"
368,Grace368,Mathematics,"C++, IoT","Cybersecurity, VLSI, Software Development"
369,Ivy369,Digital Electronics,"Power BI, Java, HTML, Excel, C++",IoT
370,Ivy370,Electrical Eng.,"Statistics, VHDL, Power BI, NLP",VLSI
371,Sam371,Computer Applications,"MATLAB, ML, CSS, SQL, Verilog",Automation
372,Bob372,Electrical Eng.,"Python, Java, R",Robotics
373,Charlie373,Physics,"Arduino, VHDL, C++, CSS, JavaScript",Machine Learning
374,Jack374,Mechanical Eng.,"Cybersecurity, Cloud","Machine Learning, AI, Analytics"
375,Charlie375,Computer Applications,"Cybersecurity, HTML","Software Development, Analytics"
376,Nina376,Mechanical Eng.,"C++, Python","VLSI, AI"
377,Henry377,Physics,"HTML, Cybersecurity, Arduino, TensorFlow","IoT, VLSI"
378,Ivy378,Electronics,"Cybersecurity, Statistics","Deep Learning, Analytics, Cybersecurity"
379,Karen379,Electronics,"Python, C++, DL, Cloud, SQL","Automation, Software Development, AI"
380,Paul380,Physics,"Cloud, R, Arduino, Python, NLP","Cybersecurity, Deep Learning"
381,Oscar381,Business Analytics,"MATLAB, Python, Java","Deep Learning, AI"
382,Alice382,Business Analytics,"Cybersecurity, DL, HTML, SQL, Excel","Cybersecurity, Deep Learning"
383,Tina383,Computer Science,"CSS, Excel","AI, Cybersecurity"
384,Quinn384,Computer Science,"C++, IoT",Cybersecurity
385,Ivy385,Physics,"VHDL, Arduino, Verilog","Cybersecurity, Software Development, Analytics"
386,Paul386,Mechanical Eng.,"DL, JavaScript",IoT
387,Eva387,Mechanical Eng.,"SQL, Verilog, HTML, VHDL, R","Data Science, Analytics, AI"
388,Eva388,Electrical Eng.,"Cybersecurity, VHDL, TensorFlow, Cloud, HTML","Robotics, Automation, Software Development"
389,Henry389,IT,"SQL, R, HTML, MATLAB, Power BI","Analytics, Automation, VLSI"
390,Eva390,Electronics,"Python, R","IoT, Data Science, Deep Learning"
391,Sam391,Mathematics,"Arduino, Verilog","VLSI, Robotics"
392,Mona392,Mathematics,"Power BI, Excel, VHDL, Python, IoT",IoT
393,Henry393,Electrical Eng.,"Cloud, Power BI, JavaScript","IoT, Analytics"
394,Bob394,Computer Science,"Power BI, CSS, IoT, C++, Python","Data Science, Machine Learning"
395,Sam395,Electronics,"NLP, JavaScript, MATLAB","Embedded Systems, Software Development"
396,Karen396,IT,"R, HTML, MATLAB, Java","Software Development, Data Science"
397,Henry397,IT,"Power BI, C++, Java, JavaScript, Cybersecurity",IoT
398,Tina398,Physics,"SQL, MATLAB","IoT, VLSI"
399,Rita399,Mathematics,"Cloud, ML, Verilog, Statistics","Machine Learning, Automation"
400,Grace400,Digital Electronics,"Power BI, JavaScript, C++, Java, NLP","Embedded Systems, Automation"
401,Charlie401,Mathematics,"Python, R, SQL","Data Science, Automation"
402,Rita402,Computer Applications,"SQL, Statistics, JavaScript","AI, IoT, Cybersecurity"
403,Frank403,Digital Electronics,"IoT, Statistics","Automation, Analytics"
404,Leo404,Digital Electronics,"Power BI, C++, ML, Java, IoT","Software Development, Deep Learning"
405,Alice405,Physics,"Cybersecurity, ML, SQL",Software Development
406,Charlie406,Computer Science,"Cybersecurity, Power BI, DL, ML","Analytics, Automation, Machine Learning"
407,Leo407,Computer Applications,"Arduino, DL, SQL, TensorFlow","IoT, Embedded Systems"
408,Frank408,Computer Applications,"VHDL, HTML",Deep Learning
409,Ivy409,Computer Science,"Cybersecurity, HTML, Statistics, MATLAB, NLP","IoT, Robotics"
410,Grace410,Physics,"Excel, JavaScript",Automation
411,Henry411,Mechanical Eng.,"Java, Cloud, HTML, MATLAB",Analytics
412,Grace412,Mathematics,"HTML, R, DL","Software Development, Automation"
413,Nina413,Electronics,"VHDL, Verilog, Python","Robotics, Machine Learning"
414,Ivy414,Business Analytics,"TensorFlow, NLP, Statistics, Excel, VHDL","Cybersecurity, Cloud Computing"
415,Grace415,Business Analytics,"C++, Excel, MATLAB, SQL","Software Development, Cloud Computing, Deep Learning"
416,Charlie416,Electrical Eng.,"MATLAB, Verilog, Java, DL","Machine Learning, Automation"
417,Diana417,Computer Applications,"JavaScript, SQL, NLP","Machine Learning, Analytics, Deep Learning"
418,Alice418,Electrical Eng.,"Excel, IoT, Statistics",Automation
419,Nina419,IT,"TensorFlow, HTML, Cloud","Analytics, Robotics"
420,Henry420,IT,"HTML, VHDL, ML","Embedded Systems, VLSI, Deep Learning"
421,Jack421,IT,"Java, TensorFlow, NLP, Arduino, JavaScript","Deep Learning, Machine Learning, Robotics"
422,Ivy422,Business Analytics,"Excel, DL",Deep Learning
423,Karen423,Computer Science,"Java, Cloud, C++, HTML, DL",IoT
424,Oscar424,Electrical Eng.,"Statistics, JavaScript, IoT, ML, SQL","IoT, Embedded Systems"
425,Oscar425,Computer Science,"Java, Verilog",Data Science
426,Paul426,Electrical Eng.,"Python, MATLAB","Deep Learning, Analytics"
427,Henry427,Digital Electronics,"C++, Verilog, HTML",Data Science
428,Eva428,Mathematics,"Python, TensorFlow, Excel, Statistics","Embedded Systems, Data Science, Cloud Computing"
429,Alice429,Physics,"IoT, VHDL, C++, MATLAB","Robotics, Software Development"
430,Alice430,IT,"NLP, Verilog","IoT, Machine Learning"
431,Eva431,Business Analytics,"Power BI, JavaScript, ML, TensorFlow","Cloud Computing, Automation, Robotics"
432,Bob432,Business Analytics,"Cybersecurity, SQL, Verilog, ML, HTML",IoT
433,Oscar433,Digital Electronics,"SQL, NLP","Machine Learning, Software Development"
434,Alice434,Computer Applications,"R, NLP, Cloud, C++",Embedded Systems
435,Tina435,Computer Applications,"JavaScript, VHDL, IoT, Python","VLSI, Automation"
436,Henry436,Physics,"JavaScript, NLP, Verilog, Arduino, SQL","Automation, Machine Learning, AI"
437,Mona437,Business Analytics,"CSS, IoT, C++","Software Development, Deep Learning"
438,Quinn438,Computer Science,"TensorFlow, MATLAB, VHDL","AI, Cybersecurity"
439,Oscar439,Computer Applications,"Arduino, Python, Verilog, TensorFlow","AI, Cloud Computing, Data Science"
440,Tina440,Computer Applications,"CSS, NLP, Arduino","Machine Learning, Data Science"
441,Leo441,Computer Applications,"Excel, R, SQL, IoT, Arduino","Automation, Analytics"
442,Oscar442,Business Analytics,"DL, IoT, NLP","AI, IoT"
443,Sam443,Computer Applications,"Java, SQL, TensorFlow, ML, IoT","Machine Learning, Deep Learning, VLSI"
444,Paul444,Business Analytics,"IoT, TensorFlow, VHDL, Cloud","Machine Learning, Cybersecurity"
445,Oscar445,Business Analytics,"R, NLP, Statistics, Cloud","Software Development, Cloud Computing"
446,Oscar446,Mechanical Eng.,"Cloud, JavaScript, VHDL","Cloud Computing, Cybersecurity, Machine Learning"
447,Nina447,IT,"JavaScript, ML, C++, Excel","Automation, Cloud Computing, Software Development"
448,Mona448,Mathematics,"Cloud, VHDL, Excel, ML",Deep Learning
449,Mona449,Computer Science,"SQL, DL, HTML, Power BI",Data Science
450,Alice450,Computer Applications,"HTML, C++, ML, TensorFlow, Statistics","Analytics, Cloud Computing, Robotics"
451,Grace451,Electrical Eng.,"DL, Cybersecurity, ML, MATLAB, Python","IoT, Analytics, Automation"
452,Rita452,Mechanical Eng.,"TensorFlow, R, CSS","Analytics, AI"
453,Rita453,Electrical Eng.,"CSS, Statistics","Deep Learning, Software Development"
454,Rita454,IT,"Arduino, IoT","Software Development, Automation, Cybersecurity"
455,Grace455,Business Analytics,"MATLAB, IoT, R",IoT
456,Tina456,Electronics,"R, Power BI, SQL, CSS, DL",Robotics
457,Karen457,Mathematics,"Cloud, JavaScript, R, VHDL","Software Development, AI"
458,Charlie458,IT,"R, Arduino, SQL, Cloud, Statistics","Software Development, Data Science"
459,Frank459,Business Analytics,"CSS, VHDL, SQL, TensorFlow",Cloud Computing
460,Oscar460,Business Analytics,"R, Power BI, Excel",Deep Learning
461,Jack461,Business Analytics,"SQL, NLP, TensorFlow, Power BI",AI
462,Jack462,IT,"ML, Verilog, Cybersecurity, HTML",AI
463,Tina463,Mechanical Eng.,"Statistics, Cloud","Embedded Systems, Machine Learning, Analytics"
464,Grace464,Computer Science,"Excel, MATLAB, Cybersecurity, CSS, HTML",Software Development
465,Quinn465,Electrical Eng.,"Cybersecurity, VHDL, SQL, R",Robotics
466,Sam466,Electronics,"NLP, C++, TensorFlow, DL, JavaScript","Deep Learning, Robotics, IoT"
467,Nina467,Business Analytics,"IoT, Arduino, CSS","VLSI, Deep Learning"
468,Grace468,Mathematics,"Arduino, TensorFlow, Cybersecurity, DL","VLSI, Cybersecurity, Robotics"
469,Paul469,Electronics,"Cloud, Excel, Arduino","IoT, Robotics"
470,Mona470,Electronics,"ML, DL, Statistics, MATLAB, Java","Embedded Systems, Cybersecurity, Machine Learning"
471,Bob471,Computer Science,"C++, Java, Cybersecurity, DL",Cybersecurity
472,Grace472,Computer Applications,"SQL, C++, DL","Analytics, Automation"
473,Eva473,Electrical Eng.,"Statistics, TensorFlow, SQL, Java","Cybersecurity, Data Science"
474,Oscar474,Mathematics,"SQL, JavaScript, C++","Cybersecurity, IoT"
475,Frank475,Electronics,"Power BI, ML, VHDL",AI
476,Frank476,Electrical Eng.,"CSS, Power BI","Analytics, IoT, AI"
477,Paul477,IT,"MATLAB, Python, Java, TensorFlow, ML","Robotics, Data Science"
478,Frank478,Business Analytics,"NLP, Power BI, C++",Machine Learning
479,Frank479,Computer Science,"HTML, Verilog, TensorFlow","Cybersecurity, AI, Cloud Computing"
480,Alice480,Computer Applications,"Statistics, C++","Machine Learning, IoT, Software Development"
481,Karen481,Mathematics,"Power BI, Excel, HTML, VHDL, Cybersecurity","Robotics, Cybersecurity"
482,Paul482,Mechanical Eng.,"ML, R, MATLAB, HTML","VLSI, AI"
483,Leo483,IT,"R, Cybersecurity, Arduino","Cloud Computing, Deep Learning, Embedded Systems"
484,Diana484,Computer Science,"MATLAB, Cloud","Deep Learning, AI, Data Science"
485,Rita485,Mathematics,"IoT, C++, CSS",Deep Learning
486,Charlie486,Business Analytics,"CSS, DL",Deep Learning
487,Rita487,Computer Applications,"C++, MATLAB, JavaScript, Statistics, VHDL",IoT
488,Rita488,Computer Applications,"Statistics, DL, Verilog","Embedded Systems, Cloud Computing"
489,Eva489,IT,"DL, NLP, Cloud, CSS",Cloud Computing
490,Leo490,Digital Electronics,"JavaScript, SQL, R","VLSI, Data Science"
491,Diana491,Mechanical Eng.,"NLP, Power BI, R","Software Development, Cloud Computing"
492,Tina492,Mechanical Eng.,"R, Power BI",Data Science
493,Diana493,Physics,"Arduino, NLP","Cloud Computing, Machine Learning, AI"
494,Tina494,Computer Applications,"Java, Cloud, VHDL, Python, Verilog","Analytics, Automation, Cloud Computing"
495,Paul495,Electrical Eng.,"Java, ML, JavaScript",Data Science
496,Bob496,Digital Electronics,"C++, VHDL, JavaScript","Embedded Systems, Deep Learning, Machine Learning"
497,Eva497,Mathematics,"JavaScript, SQL","Analytics, Machine Learning"
498,Jack498,Electrical Eng.,"Verilog, HTML, JavaScript","Embedded Systems, IoT"
499,Quinn499,Business Analytics,"Power BI, Cloud, Arduino, Cybersecurity","Robotics, Cybersecurity, Deep Learning"
500,Ivy500,Computer Science,"DL, IoT, VHDL","Software Development, Cloud Computing, Analytics"
501,Charlie501,Physics,"HTML, Python, C++, Verilog",Analytics
502,Karen502,Mechanical Eng.,"ML, Power BI, Cybersecurity, R","Data Science, Embedded Systems"
503,Leo503,Physics,"MATLAB, Python, R, SQL",AI
504,Sam504,IT,"Cloud, Excel","Cloud Computing, Software Development, AI"
505,Grace505,Computer Science,"ML, Statistics, Java, CSS, Excel","Embedded Systems, Machine Learning, Software Development"
506,Jack506,Electrical Eng.,"HTML, ML, Excel, Python, MATLAB","Deep Learning, VLSI"
507,Henry507,Digital Electronics,"SQL, CSS",IoT
508,Nina508,Mechanical Eng.,"Excel, SQL, Java, JavaScript","Embedded Systems, Robotics"
509,Karen509,Mechanical Eng.,"Power BI, HTML, CSS","Cybersecurity, Analytics, Deep Learning"
510,Jack510,Electrical Eng.,"Arduino, Verilog, Cybersecurity, Excel","Embedded Systems, VLSI"
511,Paul511,Physics,"Cloud, JavaScript, R","AI, Automation, Cloud Computing"
512,Quinn512,Computer Science,"Cloud, TensorFlow, DL, CSS","VLSI, Analytics"
513,Ivy513,Mathematics,"Verilog, Arduino, HTML, SQL","IoT, Deep Learning"
514,Charlie514,Mathematics,"SQL, JavaScript","Machine Learning, Deep Learning, Embedded Systems"
515,Mona515,Electronics,"TensorFlow, CSS, Power BI, Cloud, JavaScript",VLSI
516,Jack516,Computer Science,"HTML, Cybersecurity, Power BI","Cybersecurity, AI, Data Science"
517,Eva517,Electronics,"TensorFlow, Arduino","Analytics, Robotics"
518,Leo518,Physics,"Java, MATLAB, SQL",Robotics
519,Quinn519,Mechanical Eng.,"Python, Statistics, Cybersecurity, TensorFlow","Automation, Machine Learning"
520,Grace520,Mathematics,"Excel, NLP, Verilog",Software Development
521,Frank521,Computer Science,"Power BI, VHDL, Excel, TensorFlow","Deep Learning, Machine Learning"
522,Frank522,IT,"Arduino, DL, Power BI, Python","Robotics, AI"
523,Jack523,Electronics,"VHDL, SQL, TensorFlow",Robotics
524,Oscar524,Mathematics,"HTML, VHDL, C++, R, Power BI","Deep Learning, Automation, VLSI"
525,Henry525,IT,"TensorFlow, R, SQL","Cloud Computing, AI, Analytics"
526,Henry526,Mathematics,"HTML, Arduino, ML, Verilog","Analytics, VLSI"
527,Leo527,Mechanical Eng.,"R, VHDL, Cloud, Statistics","Robotics, Cybersecurity, AI"
528,Henry528,Electrical Eng.,"Arduino, HTML, Excel",AI
529,Eva529,IT,"VHDL, SQL, Java, TensorFlow","Analytics, IoT"
530,Quinn530,Business Analytics,"MATLAB, CSS, Power BI, NLP","Cybersecurity, VLSI, Data Science"
531,Eva531,Business Analytics,"C++, Verilog, HTML, Cloud","Analytics, Cybersecurity, IoT"
532,Frank532,Computer Applications,"HTML, Power BI, CSS",Deep Learning
533,Karen533,Digital Electronics,"HTML, Java, CSS, SQL, Excel",VLSI
534,Mona534,Electrical Eng.,"MATLAB, Statistics, ML, VHDL, SQL","Data Science, AI"
535,Karen535,Electronics,"Arduino, Power BI, Statistics, TensorFlow, CSS","Cloud Computing, Machine Learning"
536,Grace536,Electrical Eng.,"VHDL, JavaScript, HTML, Python","IoT, Deep Learning, Embedded Systems"
537,Quinn537,Computer Applications,"MATLAB, Arduino",Software Development
538,Karen538,IT,"VHDL, CSS, Python","Software Development, Analytics, IoT"
539,Mona539,Electrical Eng.,"TensorFlow, VHDL, Cloud",Embedded Systems
540,Charlie540,Electronics,"SQL, Verilog, JavaScript, DL, Statistics","Cloud Computing, Embedded Systems"
541,Oscar541,Business Analytics,"Cybersecurity, R, VHDL, Python","Data Science, Cybersecurity"
542,Eva542,Mathematics,"VHDL, Cybersecurity, SQL, Arduino, Power BI","Robotics, Analytics"
543,Eva543,Electrical Eng.,"CSS, SQL, VHDL, TensorFlow, C++",Cloud Computing
544,Quinn544,IT,"TensorFlow, Statistics","Deep Learning, Embedded Systems"
545,Grace545,Electrical Eng.,"Verilog, HTML","Robotics, Software Development, Machine Learning"
546,Henry546,Physics,"NLP, IoT, SQL, ML, Python","IoT, Machine Learning, Data Science"
547,Grace547,Digital Electronics,"HTML, ML, Cloud","Software Development, IoT"
548,Tina548,Computer Science,"JavaScript, Power BI, Java","Cloud Computing, Machine Learning"
549,Henry549,Physics,"Python, Cloud, Excel, Java, Power BI",Deep Learning
550,Grace550,Physics,"NLP, JavaScript","Cybersecurity, Automation"
551,Nina551,Mechanical Eng.,"Excel, Cybersecurity, NLP, HTML","Deep Learning, Data Science"
552,Nina552,Computer Science,"SQL, MATLAB, Python, R",Automation
553,Bob553,Electrical Eng.,"NLP, MATLAB, IoT",Machine Learning
554,Charlie554,IT,"HTML, ML, Excel, Cloud","IoT, Deep Learning, Machine Learning"
555,Oscar555,Business Analytics,"ML, IoT","IoT, Deep Learning, AI"
556,Ivy556,Mathematics,"Excel, NLP, R, Python, CSS","Cybersecurity, Deep Learning, Data Science"
557,Oscar557,Electronics,"Java, IoT, Statistics, Verilog, HTML","Machine Learning, Data Science, Automation"
558,Mona558,Mechanical Eng.,"Python, MATLAB, Verilog, Power BI","Analytics, VLSI, Machine Learning"
559,Tina559,Computer Applications,"IoT, Python, TensorFlow","Software Development, Deep Learning, AI"
560,Oscar560,Electronics,"Cybersecurity, HTML, CSS, Cloud, IoT","Deep Learning, Cybersecurity, Embedded Systems"
561,Leo561,Business Analytics,"Cybersecurity, CSS","Software Development, Cloud Computing"
562,Grace562,Electrical Eng.,"Arduino, Cloud, MATLAB, Power BI","Cloud Computing, Data Science, Deep Learning"
563,Frank563,Computer Applications,"IoT, R, DL","Analytics, Cybersecurity, Automation"
564,Rita564,Computer Science,"NLP, Cloud, Statistics, HTML","IoT, Machine Learning"
565,Sam565,Physics,"SQL, JavaScript, Power BI",VLSI
566,Ivy566,Physics,"SQL, TensorFlow, Cybersecurity, R","Machine Learning, VLSI"
567,Oscar567,Mechanical Eng.,"CSS, Cybersecurity, NLP, Arduino","Cloud Computing, Embedded Systems, Deep Learning"
568,Diana568,Electrical Eng.,"MATLAB, C++, CSS",Cloud Computing
569,Frank569,Electrical Eng.,"Cybersecurity, HTML",Automation
570,Mona570,Mathematics,"Power BI, SQL, CSS, Verilog, NLP","AI, Cloud Computing, Embedded Systems"
571,Nina571,Digital Electronics,"JavaScript, DL, Verilog, SQL, CSS",Robotics
572,Frank572,Mathematics,"HTML, Statistics","Automation, Cybersecurity, Software Development"
573,Paul573,Electronics,"Java, VHDL, MATLAB","Embedded Systems, Analytics, IoT"
574,Alice574,Computer Science,"CSS, Java, TensorFlow, Verilog",Analytics
575,Bob575,Business Analytics,"NLP, Power BI, Python, MATLAB, HTML","IoT, AI"
576,Frank576,Business Analytics,"JavaScript, Arduino, Statistics","Analytics, Cloud Computing, Embedded Systems"
577,Charlie577,Computer Science,"NLP, Cybersecurity, JavaScript, SQL, R","Machine Learning, AI, Deep Learning"
578,Rita578,Computer Science,"DL, Verilog, CSS, NLP",Cybersecurity
579,Jack579,Digital Electronics,"Power BI, DL",Automation
580,Karen580,Computer Applications,"C++, Java, Cybersecurity, Statistics, Python","IoT, Machine Learning, Embedded Systems"
581,Bob581,Mechanical Eng.,"ML, DL, Java, VHDL",AI
582,Tina582,IT,"Cybersecurity, NLP, Statistics, Verilog, DL","Automation, Deep Learning"
583,Jack583,Physics,"Cloud, ML, MATLAB, Java","Embedded Systems, Robotics"
584,Eva584,Mathematics,"ML, Power BI, DL, Arduino","Deep Learning, AI, Machine Learning"
585,Tina585,Mathematics,"C++, DL, Verilog","Automation, AI"
586,Leo586,Mathematics,"TensorFlow, ML, Power BI","Cybersecurity, Robotics, Embedded Systems"
587,Alice587,Business Analytics,"VHDL, ML","Automation, Analytics, IoT"
588,Oscar588,Business Analytics,"C++, Arduino, NLP, CSS","AI, Data Science, IoT"
589,Ivy589,Mathematics,"Statistics, C++","Analytics, Software Development, AI"
590,Eva590,Physics,"ML, C++, Cloud, R, Cybersecurity","Robotics, VLSI, Software Development"
591,Rita591,Mechanical Eng.,"DL, Cybersecurity","Robotics, Embedded Systems, Deep Learning"
592,Nina592,Mechanical Eng.,"Excel, CSS, NLP, Cybersecurity","IoT, Machine Learning"
593,Leo593,Mathematics,"IoT, SQL, Python",Analytics
594,Sam594,Mathematics,"SQL, Statistics, DL","Embedded Systems, IoT, Analytics"
595,Rita595,Digital Electronics,"Verilog, C++","Cloud Computing, Automation, Machine Learning"
596,Paul596,Digital Electronics,"JavaScript, Python, MATLAB, Power BI, Java",Robotics
597,Henry597,Electrical Eng.,"R, Arduino",Automation
598,Paul598,Electrical Eng.,"NLP, JavaScript","Analytics, Cloud Computing"
599,Frank599,IT,"Java, Cloud, NLP, CSS","Cloud Computing, AI, VLSI"
600,Sam600,Mathematics,"Excel, JavaScript, Cloud, Arduino, Statistics","Deep Learning, Robotics"
601,Charlie601,Computer Science,"ML, Cloud","Analytics, Cloud Computing"
602,Jack602,Electrical Eng.,"CSS, ML, MATLAB, DL","Machine Learning, Robotics, Automation"
603,Charlie603,Computer Science,"DL, Verilog, IoT, NLP, Power BI",IoT
604,Frank604,Electronics,"VHDL, Java, SQL, Cloud, Cybersecurity","Analytics, Embedded Systems, Deep Learning"
605,Rita605,Digital Electronics,"CSS, Arduino, Verilog, TensorFlow, IoT","IoT, Cybersecurity, VLSI"
606,Mona606,Electronics,"IoT, Power BI","Robotics, Analytics, IoT"
607,Oscar607,Computer Science,"Arduino, VHDL, TensorFlow, C++, SQL","IoT, Software Development, VLSI"
608,Henry608,Physics,"Verilog, SQL, Java, IoT","Embedded Systems, Cybersecurity, Cloud Computing"
609,Diana609,Computer Science,"Arduino, HTML, MATLAB, Cloud, Excel","Software Development, Machine Learning"
610,Eva610,Mathematics,"SQL, Verilog",Embedded Systems
611,Grace611,Digital Electronics,"TensorFlow, R, IoT, ML, Power BI","Deep Learning, VLSI, Data Science"
612,Diana612,IT,"Cybersecurity, NLP, Power BI","Machine Learning, Software Development, AI"
613,Alice613,Mathematics,"SQL, ML",Robotics
614,Henry614,Physics,"TensorFlow, CSS, Cloud","Machine Learning, Deep Learning"
615,Tina615,Computer Science,"ML, C++, IoT, Excel, DL","Software Development, Embedded Systems"
616,Tina616,Mechanical Eng.,"IoT, Verilog, Cybersecurity, Arduino, JavaScript",AI
617,Quinn617,IT,"MATLAB, Python, Java, CSS, SQL",Data Science
618,Ivy618,Electronics,"JavaScript, CSS, Arduino","Cybersecurity, Data Science, Robotics"
619,Mona619,Mechanical Eng.,"JavaScript, ML, DL",Deep Learning
620,Karen620,Digital Electronics,"MATLAB, Cybersecurity, Python, R, Arduino","Embedded Systems, Cloud Computing"
621,Bob621,Business Analytics,"IoT, SQL, JavaScript, Power BI","Software Development, IoT"
622,Nina622,Electrical Eng.,"DL, R, NLP, Statistics, Power BI","Analytics, Deep Learning"
623,Jack623,IT,"R, NLP, DL, VHDL",Cybersecurity
624,Henry624,Physics,"Statistics, Cloud, SQL, Java","Automation, AI"
625,Diana625,Physics,"NLP, Cybersecurity","Robotics, Automation, AI"
626,Bob626,Physics,"Power BI, VHDL, C++, Python, NLP",Cloud Computing
627,Bob627,Computer Applications,"SQL, VHDL, Statistics, CSS","Deep Learning, Machine Learning, Embedded Systems"
628,Oscar628,Digital Electronics,"Java, Excel, DL","AI, Software Development, Cybersecurity"
629,Ivy629,Electronics,"IoT, Verilog, C++, Cloud",Embedded Systems
630,Karen630,Computer Applications,"R, Cybersecurity",Analytics
631,Frank631,Business Analytics,"HTML, Python, NLP","Software Development, Cybersecurity"
632,Quinn632,Electrical Eng.,"DL, SQL, Cloud, Verilog","Cloud Computing, Software Development"
633,Paul633,Business Analytics,"Cloud, MATLAB, Arduino, Statistics","VLSI, Automation"
634,Oscar634,Mathematics,"R, MATLAB, C++",AI
635,Rita635,Computer Applications,"Power BI, Java, Arduino, R, Cloud",AI
636,Charlie636,Electronics,"Statistics, MATLAB, Arduino","Embedded Systems, Automation"
637,Grace637,Mathematics,"Cybersecurity, Excel, Java, Verilog, Cloud",Cybersecurity
638,Eva638,Electrical Eng.,"VHDL, Python, HTML, Arduino","Automation, IoT"
639,Ivy639,Physics,"NLP, Arduino, SQL, Excel, DL","Embedded Systems, Cybersecurity, Robotics"
640,Diana640,Business Analytics,"Verilog, JavaScript, DL, Python, Statistics",Machine Learning
641,Henry641,Digital Electronics,"TensorFlow, R, Cybersecurity","Machine Learning, AI, Embedded Systems"
642,Jack642,Mechanical Eng.,"CSS, R, Arduino, Python","Cloud Computing, Data Science, VLSI"
643,Henry643,Mathematics,"Statistics, Verilog, DL, R","Machine Learning, IoT"
644,Bob644,Digital Electronics,"Python, Statistics, Verilog","VLSI, Robotics"
645,Oscar645,IT,"ML, Cybersecurity, VHDL, SQL","Software Development, IoT"
